Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load,Class
dish_1551390341,broccoli,43,3.01,15,0.4515,1
dish_1551390341,kiwi,65,9.75,52,5.07,1
dish_1551390341,chicken,56,0,0,0,1
dish_1551377094,orange,79,9.48,45,4.266,1
dish_1551322577,orange,79,9.48,45,4.266,1
dish_1551390802,orange,94,11.28,45,5.076,1
dish_1550861187,pineapple,42,5.46,66,3.6036,3
dish_1550861187,banana,140,32.2,52,16.744,3
dish_1550861187,berries,161,22.54,35,7.889,3
dish_1551237180,orange,216,25.92,45,11.664,2
dish_1551305168,corn,33,6.93,52,3.6036,1
dish_1551486628,carrot,14,1.4,30,0.42,1
dish_1551486628,olives,79,4.977,15,0.74655,1
dish_1551486628,corn,33,6.93,52,3.6036,1
dish_1551235868,orange,178,21.36,45,9.612,1
dish_1551396629,kiwi,80,12,52,6.24,1
dish_1551491326,sausage,97,4.074,0,0,1
dish_1551491326,scrambled eggs,66,1.056,0,0,1
dish_1551491326,ham,30,0.45,0,0,1
dish_1550861703,banana,40,9.2,52,4.784,2
dish_1550861703,apple,142,19.88,36,7.1568,2
dish_1550861703,scrambled eggs,96,1.536,0,0,2
dish_1551142547,ham,67,1.005,0,0,2
dish_1551142547,potatoes,64,10.88,70,7.616,2
dish_1551142547,pineapple,87,11.31,66,7.4646,2
dish_1551314927,corn,36,7.56,52,3.9312,1
dish_1551314927,bacon,15,0.21,0,0,1
dish_1551314927,lemon,91,8.19,20,1.638,1
dish_1551488807,kiwi,53,7.95,52,4.134,1
dish_1551488807,nuts,23,4.83,1,0.0483,1
dish_1551488807,orange,48,5.76,45,2.592,1
dish_1550709129,bell peppers,72,6.48,15,0.972,1
dish_1550709129,nuts,41,8.61,1,0.0861,1
dish_1550709129,beef,37,0,0,0,1
dish_1551565720,cauliflower,53,2.65,15,0.3975,1
dish_1551565720,white rice,37,10.36,70,7.252,1
dish_1551565720,ham,42,0.63,0,0,1
dish_1550862993,orange,35,4.2,45,1.89,1
dish_1551232748,fish,73,0,0,0,1
dish_1551232748,brussels sprouts,78,7.02,15,1.053,1
dish_1551232748,ham,49,0.735,0,0,1
dish_1550876416,chicken,50,0,0,0,1
dish_1550876416,avocado,39,3.51,10,0.351,1
dish_1550876416,orange,31,3.72,45,1.674,1
dish_1551136396,brussels sprouts,58,5.22,15,0.783,1
dish_1551136396,avocado,72,6.48,10,0.648,1
dish_1551136396,ham,41,0.615,0,0,1
dish_1551222833,brussels sprouts,51,4.59,15,0.6885,1
dish_1551222833,tortilla,18,8.1,30,2.43,1
dish_1551222833,bell peppers,37,3.33,15,0.4995,1
dish_1551391505,nuts,54,11.34,1,0.1134,1
dish_1551564456,carrot,18,1.8,30,0.54,1
dish_1551564456,orange,66,7.92,45,3.564,1
dish_1551564456,olives,56,3.528,15,0.5292,1
dish_1551322714,corn,34,7.14,52,3.7128,1
dish_1559932674,orange,124,14.88,45,6.696,1
dish_1551493311,kiwi,66,9.9,52,5.148,2
dish_1551493311,sausage,96,4.032,0,0,2
dish_1551493311,white rice,36,10.08,70,7.056,2
dish_1551390837,tortilla,27,12.15,30,3.645,1
dish_1551390837,cauliflower,85,4.25,15,0.6375,1
dish_1551390837,orange,94,11.28,45,5.076,1
dish_1550863078,berries,48,6.72,35,2.352,1
dish_1550863078,pineapple,33,4.29,66,2.8314,1
dish_1550863078,orange,35,4.2,45,1.89,1
dish_1551488448,olives,40,2.52,15,0.378,1
dish_1551488448,ham,29,0.435,0,0,1
dish_1551488448,orange,10,1.2,45,0.54,1
dish_1551563660,tofu,42,0.798,15,0.1197,1
dish_1551563660,lemon,37,3.33,20,0.666,1
dish_1551563660,white rice,27,7.56,70,5.292,1
dish_1551490767,sausage,92,3.864,0,0,1
dish_1551490767,ham,45,0.675,0,0,1
dish_1551490767,olives,45,2.835,15,0.42525,1
dish_1550707638,scrambled eggs,85,1.36,0,0,3
dish_1550707638,oatmeal,136,16.32,60,9.792,3
dish_1550707638,bread,48,20.304,75,15.228,3
dish_1551375443,cantaloupe,83,6.64,65,4.316,1
dish_1551375443,shrimp,40,0.08,0,0,1
dish_1551375443,berries,55,7.7,35,2.695,1
dish_1551303168,shrimp,55,0.11,0,0,1
dish_1551235109,bread,59,24.957,75,18.71775,2
dish_1551379379,broccoli,59,4.13,15,0.6195,1
dish_1551379379,shrimp,36,0.072,0,0,1
dish_1551379379,berries,75,10.5,35,3.675,1
dish_1551324010,brussels sprouts,74,6.66,15,0.999,1
dish_1551324010,lemon,89,8.01,20,1.602,1
dish_1551324010,shrimp,41,0.082,0,0,1
dish_1551377521,banana,35,8.05,52,4.186,1
dish_1551377521,cheese,28,0.364,0,0,1
dish_1551377521,shrimp,67,0.134,0,0,1
dish_1551373738,banana,88,20.24,52,10.5248,2
dish_1551373738,cheese,32,0.416,0,0,2
dish_1551373738,orange,69,8.28,45,3.726,2
dish_1551378054,nuts,50,10.5,1,0.105,1
dish_1551381730,corn,41,8.61,52,4.4772,1
dish_1551324284,bacon,14,0.196,0,0,1
dish_1551324284,shrimp,59,0.118,0,0,1
dish_1551324284,cauliflower,118,5.9,15,0.885,1
dish_1550876376,orange,31,3.72,45,1.674,1
dish_1551227380,bread,29,12.267,75,9.20025,1
dish_1551227380,mushroom,24,0.792,15,0.1188,1
dish_1551227380,cucumbers,49,0.98,15,0.147,1
dish_1551565096,carrot,19,1.9,30,0.57,1
dish_1551565096,ham,49,0.735,0,0,1
dish_1551565096,tortilla,14,6.3,30,1.89,1
dish_1551565909,lemon,96,8.64,20,1.728,1
dish_1551565909,berries,44,6.16,35,2.156,1
dish_1551565909,olives,39,2.457,15,0.36855,1
dish_1551224380,bread,29,12.267,75,9.20025,1
dish_1551494147,tortilla,67,30.15,30,9.045,1
dish_1551494147,chicken,70,0,0,0,1
dish_1551494147,olives,94,5.922,15,0.8883,1
dish_1551397629,kiwi,80,12,52,6.24,1
dish_1551397629,asparagus,22,0.858,15,0.1287,1
dish_1551397629,tofu,63,1.197,15,0.17955,1
dish_1550712839,sausage,92,3.864,0,0,1
dish_1550712839,mixed greens,36,1.908,15,0.2862,1
dish_1550712839,nuts,48,10.08,1,0.1008,1
dish_1551565068,tortilla,14,6.3,30,1.89,1
dish_1551565068,ham,49,0.735,0,0,1
dish_1551565068,carrot,19,1.9,30,0.57,1
dish_1551392884,corn,29,6.09,52,3.1668,1
dish_1551381365,tortilla,16,7.2,30,2.16,1
dish_1550796794,apple,60,8.4,36,3.024,1
dish_1550796794,cantaloupe,62,4.96,65,3.224,1
dish_1550796794,orange,35,4.2,45,1.89,1
dish_1550706283,bread,50,21.15,75,15.8625,2
dish_1550706283,tomatoes,87,5.916,30,1.7748,2
dish_1550706283,bell peppers,45,4.05,15,0.6075,2
dish_1551391379,cantaloupe,79,6.32,65,4.108,1
dish_1551391379,shrimp,40,0.08,0,0,1
dish_1551391379,chicken,79,0,0,0,1
dish_1550773284,tomatoes,57,3.876,30,1.1628,1
dish_1550773284,nuts,37,7.77,1,0.0777,1
dish_1550773284,broccoli,59,4.13,15,0.6195,1
dish_1551399151,chicken,51,0,0,0,1
dish_1551399151,cheese,12,0.156,0,0,1
dish_1551399151,lemon,82,7.38,20,1.476,1
dish_1551566159,orange,43,5.16,45,2.322,1
dish_1551566159,sausage,88,3.696,0,0,1
dish_1551566159,pineapple,75,9.75,66,6.435,1
dish_1551564577,tortilla,25,11.25,30,3.375,1
dish_1551226049,brussels sprouts,64,5.76,15,0.864,2
dish_1551226049,tortilla,87,39.15,30,11.745,2
dish_1551226049,carrot,15,1.5,30,0.45,2
dish_1551379045,asparagus,31,1.209,15,0.18135,2
dish_1551379045,oatmeal,125,15,60,9,2
dish_1551379045,lemon,109,9.81,20,1.962,2
dish_1550795856,orange,95,11.4,45,5.13,1
dish_1551486680,olives,79,4.977,15,0.74655,1
dish_1551486680,corn,33,6.93,52,3.6036,1
dish_1551486680,carrot,14,1.4,30,0.42,1
dish_1550862036,orange,67,8.04,45,3.618,1
dish_1550862036,scrambled eggs,48,0.768,0,0,1
dish_1550862036,apple,28,3.92,36,1.4112,1
dish_1550707236,bread,48,20.304,75,15.228,2
dish_1551221892,tortilla,34,15.3,30,4.59,1
dish_1551221892,cauliflower,97,4.85,15,0.7275,1
dish_1551221892,fish,45,0,0,0,1
dish_1551225764,mushroom,25,0.825,15,0.12375,1
dish_1551225764,tortilla,31,13.95,30,4.185,1
dish_1551225764,apple,62,8.68,36,3.1248,1
dish_1550796152,apple,131,18.34,36,6.6024,2
dish_1550796152,orange,95,11.4,45,5.13,2
dish_1550796152,berries,83,11.62,35,4.067,2
dish_1551377388,banana,35,8.05,52,4.186,1
dish_1551381249,lemon,71,6.39,20,1.278,1
dish_1551485983,kiwi,57,8.55,52,4.446,1
dish_1550862349,banana,166,38.18,52,19.8536,3
dish_1550862349,berries,44,6.16,35,2.156,3
dish_1550862349,cantaloupe,84,6.72,65,4.368,3
dish_1550774244,banana,102,23.46,52,12.1992,2
dish_1551139066,ham,29,0.435,0,0,1
dish_1551567396,tofu,35,0.665,15,0.09975,1
dish_1551567396,ham,70,1.05,0,0,1
dish_1551567396,broccoli,44,3.08,15,0.462,1
dish_1551226442,tortilla,21,9.45,30,2.835,1
dish_1551226442,broccoli,49,3.43,15,0.5145,1
dish_1551226442,brussels sprouts,57,5.13,15,0.7695,1
dish_1551322652,lemon,65,5.85,20,1.17,1
dish_1551374155,kiwi,63,9.45,52,4.914,1
dish_1551222791,tortilla,18,8.1,30,2.43,1
dish_1551222791,brussels sprouts,51,4.59,15,0.6885,1
dish_1551222791,bell peppers,37,3.33,15,0.4995,1
dish_1551228715,tortilla,37,16.65,30,4.995,1
dish_1551228715,fish,36,0,0,0,1
dish_1551228715,mushroom,25,0.825,15,0.12375,1
dish_1551566083,orange,43,5.16,45,2.322,1
dish_1551377316,shrimp,67,0.134,0,0,1
dish_1551563925,ham,41,0.615,0,0,1
dish_1551225501,apple,111,15.54,36,5.5944,3
dish_1551225501,fish,70,0,0,0,3
dish_1551225501,bread,46,19.458,75,14.5935,3
dish_1551488572,nuts,23,4.83,1,0.0483,1
dish_1550797791,sausage,64,2.688,0,0,2
dish_1550797791,potatoes,69,11.73,70,8.211,2
dish_1550797791,orange,39,4.68,45,2.106,2
dish_1551399100,chicken,51,0,0,0,1
dish_1551399100,cheese,12,0.156,0,0,1
dish_1551399100,lemon,82,7.38,20,1.476,1
dish_1551395269,shrimp,42,0.084,0,0,1
dish_1551395269,chicken,43,0,0,0,1
dish_1551395269,corn,28,5.88,52,3.0576,1
dish_1550712622,nuts,36,7.56,1,0.0756,1
dish_1550712622,bell peppers,52,4.68,15,0.702,1
dish_1550712622,cucumbers,63,1.26,15,0.189,1
dish_1551314496,kiwi,44,6.6,52,3.432,1
dish_1550771606,nuts,32,6.72,1,0.0672,1
dish_1551565321,cauliflower,102,5.1,15,0.765,1
dish_1551565321,olives,49,3.087,15,0.46305,1
dish_1551565321,lemon,22,1.98,20,0.396,1
dish_1551323794,lemon,89,8.01,20,1.602,1
dish_1551139764,bread,21,8.883,75,6.66225,1
dish_1551391438,shrimp,26,0.052,0,0,1
dish_1551319895,orange,129,15.48,45,6.966,1
dish_1551489885,ham,30,0.45,0,0,1
dish_1551235759,beef,69,0,0,0,1
dish_1551235759,orange,178,21.36,45,9.612,1
dish_1551235759,cheese,17,0.221,0,0,1
dish_1551306339,corn,27,5.67,52,2.9484,2
dish_1551306339,white rice,62,17.36,70,12.152,2
dish_1551306339,bacon,19,0.266,0,0,2
dish_1550706237,bread,50,21.15,75,15.8625,2
dish_1550862681,banana,37,8.51,52,4.4252,1
dish_1550862681,apple,31,4.34,36,1.5624,1
dish_1550862681,tomatoes,56,3.808,30,1.1424,1
dish_1551378099,lemon,65,5.85,20,1.17,1
dish_1551374982,bacon,13,0.182,0,0,1
dish_1551374982,broccoli,52,3.64,15,0.546,1
dish_1551374982,kiwi,100,15,52,7.8,1
dish_1550796763,orange,35,4.2,45,1.89,1
dish_1550796763,apple,60,8.4,36,3.024,1
dish_1550796763,cantaloupe,62,4.96,65,3.224,1
dish_1551565464,orange,42,5.04,45,2.268,1
dish_1551375252,brussels sprouts,48,4.32,15,0.648,1
dish_1551375252,orange,89,10.68,45,4.806,1
dish_1551375252,berries,82,11.48,35,4.018,1
dish_1550712877,sausage,92,3.864,0,0,1
dish_1550712877,mixed greens,36,1.908,15,0.2862,1
dish_1550712877,nuts,48,10.08,1,0.1008,1
dish_1551389551,corn,62,13.02,52,6.7704,3
dish_1551389551,lemon,7974,717.66,20,143.532,3
dish_1551389551,avocado,18,1.62,10,0.162,3
dish_1559246053,cauliflower,57,2.85,15,0.4275,3
dish_1559246053,orange,127,15.24,45,6.858,3
dish_1559246053,berries,107,14.98,35,5.243,3
dish_1559246053,pears,203,30.856,30,9.2568,3
dish_1551486108,ham,45,0.675,0,0,1
dish_1551225836,tortilla,87,39.15,30,11.745,2
dish_1551314163,kiwi,39,5.85,52,3.042,1
dish_1551314163,corn,29,6.09,52,3.1668,1
dish_1551314163,orange,45,5.4,45,2.43,1
dish_1551135415,avocado,73,6.57,10,0.657,3
dish_1551135415,bread,55,23.265,75,17.44875,3
dish_1551135415,tomatoes,75,5.1,30,1.53,3
dish_1551236417,ham,47,0.705,0,0,1
dish_1551375747,shrimp,30,0.06,0,0,1
dish_1551375747,scrambled eggs,61,0.976,0,0,1
dish_1551375747,cantaloupe,76,6.08,65,3.952,1
dish_1551379408,broccoli,59,4.13,15,0.6195,1
dish_1551379408,berries,75,10.5,35,3.675,1
dish_1551379408,shrimp,36,0.072,0,0,1
dish_1550777256,berries,98,13.72,35,4.802,2
dish_1550777256,banana,61,14.03,52,7.2956,2
dish_1550777256,cucumbers,53,1.06,15,0.159,2
dish_1551324331,bacon,14,0.196,0,0,1
dish_1551324331,shrimp,59,0.118,0,0,1
dish_1551324331,cauliflower,118,5.9,15,0.885,1
dish_1551567106,nuts,37,7.77,1,0.0777,1
dish_1551227325,bread,29,12.267,75,9.20025,1
dish_1551227325,mushroom,24,0.792,15,0.1188,1
dish_1551227325,cucumbers,49,0.98,15,0.147,1
dish_1551317350,white rice,70,19.6,70,13.72,2
dish_1551317350,orange,70,8.4,45,3.78,2
dish_1551317350,brussels sprouts,50,4.5,15,0.675,2
dish_1551136043,ham,41,0.615,0,0,1
dish_1551566316,olives,28,1.764,15,0.2646,1
dish_1551566316,tortilla,19,8.55,30,2.565,1
dish_1551566316,sausage,45,1.89,0,0,1
dish_1559850314,almonds,47,10.669,15,1.60035,1
dish_1559850314,orange,53,6.36,45,2.862,1
dish_1551233633,cauliflower,71,3.55,15,0.5325,1
dish_1551233633,tortilla,20,9,30,2.7,1
dish_1551233633,apple,65,9.1,36,3.276,1
dish_1551306290,corn,27,5.67,52,2.9484,1
dish_1551228630,tortilla,37,16.65,30,4.995,1
dish_1551138237,bread,27,11.421,75,8.56575,2
dish_1551138237,tomatoes,67,4.556,30,1.3668,2
dish_1551138237,pineapple,89,11.57,66,7.6362,2
dish_1551376933,berries,78,10.92,35,3.822,2
dish_1551376933,kiwi,65,9.75,52,5.07,2
dish_1551376933,corn,43,9.03,52,4.6956,2
dish_1551314290,orange,31,3.72,45,1.674,1
dish_1551492935,ham,73,1.095,0,0,1
dish_1550777025,banana,61,14.03,52,7.2956,1
dish_1551492093,olives,39,2.457,15,0.36855,1
dish_1551492093,asparagus,27,1.053,15,0.15795,1
dish_1551492093,ham,19,0.285,0,0,1
dish_1551391586,shrimp,26,0.052,0,0,1
dish_1551391586,nuts,54,11.34,1,0.1134,1
dish_1551391586,broccoli,55,3.85,15,0.5775,1
dish_1551566421,tortilla,11,4.95,30,1.485,1
dish_1551379478,banana,70,16.1,52,8.372,1
dish_1551488737,orange,48,5.76,45,2.592,1
dish_1551394835,kiwi,27,4.05,52,2.106,1
dish_1551493680,orange,53,6.36,45,2.862,1
dish_1551374222,kiwi,63,9.45,52,4.914,3
dish_1551374222,white rice,73,20.44,70,14.308,3
dish_1551374222,berries,85,11.9,35,4.165,3
dish_1550778922,nuts,30,6.3,1,0.063,1
dish_1551232686,ham,49,0.735,0,0,1
dish_1551391122,tofu,119,2.261,15,0.33915,2
dish_1551391122,kiwi,91,13.65,52,7.098,2
dish_1551391122,oatmeal,72,8.64,60,5.184,2
dish_1559238608,berries,109,15.26,35,5.341,3
dish_1559238608,orange,127,15.24,45,6.858,3
dish_1559238608,pears,202,30.704,30,9.2112,3
dish_1551567084,lemon,56,5.04,20,1.008,1
dish_1551399340,corn,50,10.5,52,5.46,1
dish_1550775219,banana,55,12.65,52,6.578,1
dish_1550710612,nuts,43,9.03,1,0.0903,1
dish_1551378898,lemon,109,9.81,20,1.962,1
dish_1551226308,tortilla,21,9.45,30,2.835,1
dish_1551395194,shrimp,42,0.084,0,0,1
dish_1551564352,orange,66,7.92,45,3.564,1
dish_1551564053,ham,41,0.615,0,0,1
dish_1551564053,olives,44,2.772,15,0.4158,1
dish_1551564053,oatmeal,64,7.68,60,4.608,1
dish_1551390872,cauliflower,85,4.25,15,0.6375,1
dish_1551390872,orange,94,11.28,45,5.076,1
dish_1551390872,tortilla,27,12.15,30,3.645,1
dish_1551490740,ham,45,0.675,0,0,1
dish_1551568285,berries,67,9.38,35,3.283,2
dish_1551568285,lemon,123,11.07,20,2.214,2
dish_1551568285,oatmeal,80,9.6,60,5.76,2
dish_1551376623,broccoli,55,3.85,15,0.5775,2
dish_1551376623,nuts,37,7.77,1,0.0777,2
dish_1551376623,white rice,55,15.4,70,10.78,2
dish_1551399293,nuts,18,3.78,1,0.0378,1
dish_1551324079,shrimp,59,0.118,0,0,1
dish_1551225541,apple,111,15.54,36,5.5944,3
dish_1551225541,fish,70,0,0,0,3
dish_1551225541,bread,46,19.458,75,14.5935,3
dish_1551237778,tortilla,47,21.15,30,6.345,1
dish_1551221581,tortilla,34,15.3,30,4.59,1
dish_1551304110,shrimp,40,0.08,0,0,1
dish_1551223023,tortilla,48,21.6,30,6.48,1
dish_1551223023,carrot,16,1.6,30,0.48,1
dish_1551223023,broccoli,38,2.66,15,0.399,1
dish_1551139325,pineapple,63,8.19,66,5.4054,1
dish_1551139325,mixed greens,15,0.795,15,0.11925,1
dish_1551139325,ham,29,0.435,0,0,1
dish_1550710793,nuts,43,9.03,1,0.0903,2
dish_1550710793,cucumbers,71,1.42,15,0.213,2
dish_1550710793,bread,31,13.113,75,9.83475,2
dish_1551381285,tortilla,32,14.4,30,4.32,1
dish_1551381285,cauliflower,71,3.55,15,0.5325,1
dish_1551381285,lemon,71,6.39,20,1.278,1
dish_1551380856,tortilla,59,26.55,30,7.965,1
dish_1551321715,kiwi,42,6.3,52,3.276,1
dish_1550777218,berries,98,13.72,35,4.802,2
dish_1550777218,banana,61,14.03,52,7.2956,2
dish_1550777218,cucumbers,53,1.06,15,0.159,2
dish_1551235270,bread,59,24.957,75,18.71775,2
dish_1551235270,mixed greens,14,0.742,15,0.1113,2
dish_1551235270,cheese,39,0.507,0,0,2
dish_1551314121,corn,29,6.09,52,3.1668,1
dish_1551314121,orange,45,5.4,45,2.43,1
dish_1551314121,kiwi,39,5.85,52,3.042,1
dish_1551236495,bread,112,47.376,75,35.532,3
dish_1551136315,brussels sprouts,58,5.22,15,0.783,1
dish_1551136315,avocado,72,6.48,10,0.648,1
dish_1551136315,ham,41,0.615,0,0,1
dish_1551226999,tortilla,31,13.95,30,4.185,1
dish_1551226999,fish,122,0,0,0,1
dish_1551226999,bell peppers,47,4.23,15,0.6345,1
dish_1551566277,tortilla,19,8.55,30,2.565,1
dish_1551236159,mixed greens,12,0.636,15,0.0954,1
dish_1551236159,chicken,118,0,0,0,1
dish_1551236159,orange,178,21.36,45,9.612,1
dish_1551377209,mushroom,19,0.627,15,0.09405,1
dish_1551377209,shrimp,51,0.102,0,0,1
dish_1551377209,orange,79,9.48,45,4.266,1
dish_1551314095,orange,45,5.4,45,2.43,1
dish_1551374604,lemon,112,10.08,20,2.016,1
dish_1551565529,orange,42,5.04,45,2.268,1
dish_1551565529,ham,28,0.42,0,0,1
dish_1551565529,broccoli,45,3.15,15,0.4725,1
dish_1551375086,orange,89,10.68,45,4.806,1
dish_1551307361,scrambled eggs,72,1.152,0,0,1
dish_1551307361,brussels sprouts,48,4.32,15,0.648,1
dish_1551307361,corn,45,9.45,52,4.914,1
dish_1551390594,kiwi,100,15,52,7.8,1
dish_1551390594,tofu,51,0.969,15,0.14535,1
dish_1551390594,cauliflower,63,3.15,15,0.4725,1
dish_1551487560,orange,15,1.8,45,0.81,1
dish_1551487560,olives,82,5.166,15,0.7749,1
dish_1551487560,tofu,42,0.798,15,0.1197,1
dish_1551489931,sausage,63,2.646,0,0,1
dish_1551489931,ham,30,0.45,0,0,1
dish_1551489931,olives,65,4.095,15,0.61425,1
dish_1550773917,banana,155,35.65,52,18.538,2
dish_1551397591,tofu,63,1.197,15,0.17955,1
dish_1551397591,kiwi,80,12,52,6.24,1
dish_1551397591,asparagus,22,0.858,15,0.1287,1
dish_1551565570,ham,42,0.63,0,0,1
dish_1551488776,nuts,23,4.83,1,0.0483,1
dish_1551488776,orange,48,5.76,45,2.592,1
dish_1551488776,kiwi,53,7.95,52,4.134,1
dish_1551563773,ham,64,0.96,0,0,1
dish_1551567329,ham,70,1.05,0,0,1
dish_1551486571,corn,33,6.93,52,3.6036,1
dish_1551396096,asparagus,15,0.585,15,0.08775,1
dish_1551396096,tortilla,24,10.8,30,3.24,1
dish_1551396096,nuts,36,7.56,1,0.0756,1
dish_1551566524,cauliflower,45,2.25,15,0.3375,1
dish_1551566524,chicken,34,0,0,0,1
dish_1551566524,tortilla,11,4.95,30,1.485,1
dish_1551488371,ham,29,0.435,0,0,1
dish_1551564907,olives,38,2.394,15,0.3591,1
dish_1551564907,tortilla,25,11.25,30,3.375,1
dish_1551564907,broccoli,49,3.43,15,0.5145,1
dish_1551563001,ham,42,0.63,0,0,1
dish_1559245848,orange,127,15.24,45,6.858,1
dish_1551390560,kiwi,100,15,52,7.8,1
dish_1551390560,tofu,51,0.969,15,0.14535,1
dish_1551390560,cauliflower,63,3.15,15,0.4725,1
dish_1551374783,lemon,112,10.08,20,2.016,2
dish_1551374783,banana,97,22.31,52,11.6012,2
dish_1551374783,cauliflower,59,2.95,15,0.4425,2
dish_1551374946,kiwi,100,15,52,7.8,1
dish_1550863155,orange,21,2.52,45,1.134,1
dish_1559850338,almonds,47,10.669,15,1.60035,1
dish_1559850338,orange,53,6.36,45,2.862,1
dish_1559850338,broccoli,30,2.1,15,0.315,1
dish_1550773200,broccoli,59,4.13,15,0.6195,1
dish_1550773200,tomatoes,57,3.876,30,1.1628,1
dish_1550773200,nuts,37,7.77,1,0.0777,1
dish_1551374527,banana,54,12.42,52,6.4584,2
dish_1551374527,broccoli,39,2.73,15,0.4095,2
dish_1551374527,cantaloupe,101,8.08,65,5.252,2
dish_1550863285,banana,165,37.95,52,19.734,3
dish_1551378344,banana,73,16.79,52,8.7308,1
dish_1551374746,banana,97,22.31,52,11.6012,2
dish_1551374746,cauliflower,59,2.95,15,0.4425,2
dish_1551374746,lemon,112,10.08,20,2.016,2
dish_1551394614,orange,50,6,45,2.7,1
dish_1551381877,tortilla,43,19.35,30,5.805,2
dish_1551381877,corn,41,8.61,52,4.4772,2
dish_1551381877,asparagus,13,0.507,15,0.07605,2
dish_1550705995,nuts,63,13.23,1,0.1323,2
dish_1550705995,potatoes,93,15.81,70,11.067,2
dish_1550705995,beef,38,0,0,0,2
dish_1551492056,asparagus,27,1.053,15,0.15795,1
dish_1551492056,olives,39,2.457,15,0.36855,1
dish_1551492056,ham,19,0.285,0,0,1
dish_1551323219,kiwi,43,6.45,52,3.354,1
dish_1551323487,shrimp,79,0.158,0,0,1
dish_1550796634,orange,35,4.2,45,1.89,1
dish_1551221935,tortilla,34,15.3,30,4.59,1
dish_1551221935,cauliflower,97,4.85,15,0.7275,1
dish_1551221935,fish,45,0,0,0,1
dish_1551318673,lemon,59,5.31,20,1.062,2
dish_1551318673,oatmeal,124,14.88,60,8.928,2
dish_1551318673,cauliflower,68,3.4,15,0.51,2
dish_1551394874,tofu,36,0.684,15,0.1026,1
dish_1551394874,kiwi,27,4.05,52,2.106,1
dish_1551394874,orange,50,6,45,2.7,1
dish_1551234106,bell peppers,31,2.79,15,0.4185,1
dish_1551234106,tortilla,36,16.2,30,4.86,1
dish_1551234106,ham,34,0.51,0,0,1
dish_1551307394,brussels sprouts,48,4.32,15,0.648,1
dish_1551307394,corn,45,9.45,52,4.914,1
dish_1551307394,scrambled eggs,72,1.152,0,0,1
dish_1551223195,bread,54,22.842,75,17.1315,2
dish_1550863037,pineapple,33,4.29,66,2.8314,1
dish_1550863037,orange,35,4.2,45,1.89,1
dish_1550863037,berries,48,6.72,35,2.352,1
dish_1551393113,nuts,58,12.18,1,0.1218,1
dish_1550779014,cucumbers,69,1.38,15,0.207,1
dish_1550779014,bacon,12,0.168,0,0,1
dish_1550779014,nuts,30,6.3,1,0.063,1
dish_1551237321,orange,216,25.92,45,11.664,2
dish_1551237321,bell peppers,23,2.07,15,0.3105,2
dish_1551237321,ham,33,0.495,0,0,2
dish_1551314390,pineapple,67,8.71,66,5.7486,1
dish_1551314390,lemon,41,3.69,20,0.738,1
dish_1551314390,orange,31,3.72,45,1.674,1
dish_1551142459,ham,67,1.005,0,0,1
dish_1551394927,orange,50,6,45,2.7,1
dish_1551394927,tofu,36,0.684,15,0.1026,1
dish_1551394927,kiwi,27,4.05,52,2.106,1
dish_1551488485,ham,29,0.435,0,0,1
dish_1551488485,orange,10,1.2,45,0.54,1
dish_1551488485,olives,40,2.52,15,0.378,1
dish_1551373647,orange,69,8.28,45,3.726,1
dish_1551391795,lemon,76,6.84,20,1.368,1
dish_1551391795,bacon,19,0.266,0,0,1
dish_1551391795,tofu,46,0.874,15,0.1311,1
dish_1551567426,broccoli,44,3.08,15,0.462,1
dish_1551567426,tofu,35,0.665,15,0.09975,1
dish_1551567426,ham,70,1.05,0,0,1
dish_1551391672,lemon,76,6.84,20,1.368,1
dish_1551391337,shrimp,40,0.08,0,0,1
dish_1551391337,chicken,79,0,0,0,1
dish_1551391337,cantaloupe,79,6.32,65,4.108,1
dish_1551233523,tortilla,20,9,30,2.7,1
dish_1551566356,sausage,45,1.89,0,0,1
dish_1551566356,tortilla,19,8.55,30,2.565,1
dish_1551566356,olives,28,1.764,15,0.2646,1
dish_1551307258,corn,45,9.45,52,4.914,1
dish_1551135363,avocado,73,6.57,10,0.657,3
dish_1551135363,bread,55,23.265,75,17.44875,3
dish_1551135363,tomatoes,75,5.1,30,1.53,3
dish_1551378179,nuts,50,10.5,1,0.105,1
dish_1551378179,lemon,65,5.85,20,1.17,1
dish_1551378179,asparagus,22,0.858,15,0.1287,1
dish_1550876467,orange,31,3.72,45,1.674,1
dish_1550876467,avocado,39,3.51,10,0.351,1
dish_1550876467,chicken,50,0,0,0,1
dish_1551395987,tortilla,24,10.8,30,3.24,1
dish_1551563511,lemon,37,3.33,20,0.666,1
dish_1551391758,lemon,76,6.84,20,1.368,1
dish_1551391758,bacon,19,0.266,0,0,1
dish_1551391758,tofu,46,0.874,15,0.1311,1
dish_1551374665,banana,97,22.31,52,11.6012,2
dish_1551564857,tortilla,25,11.25,30,3.375,1
dish_1551564857,olives,38,2.394,15,0.3591,1
dish_1551564857,broccoli,49,3.43,15,0.5145,1
dish_1550797474,orange,39,4.68,45,2.106,1
dish_1551564947,tortilla,14,6.3,30,1.89,1
dish_1551137431,bread,27,11.421,75,8.56575,1
dish_1551563890,pineapple,56,7.28,66,4.8048,1
dish_1551563890,ham,64,0.96,0,0,1
dish_1551563890,chicken,43,0,0,0,1
dish_1559239912,orange,128,15.36,45,6.912,1
